exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs113481061	0.00900037520648026	0.00415855355091079	0.0304410052569671
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs113484502	0.00906451211294358	0.00415476316853664	0.0291305200914345
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs113560750	0.00897329152071058	0.00415833672128995	0.0309352950168399
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs113604048	0.00897055883909364	0.00415822220191603	0.0309818085951624
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs113621650	0.00897328195231589	0.00415909731019113	0.0309661749724667
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs113626350	0.00897948814996447	0.00415745722660104	0.0307842060368775
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1136778	0.00897445536888254	0.00415833882182571	0.030913621258219
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs113854881	0.00896930745017079	0.00415828484158565	0.0310077809860735
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs113981909	0.00895009513014144	0.0041598105037138	0.0314317744354491
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs114137525	0.00897316355449384	0.00415834313964083	0.0309379472106046
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs114336758	0.00897435016617845	0.00415834119365312	0.0309156831908497
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1143869	0.00897648896650109	0.00415819609397805	0.0308698820099533
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs114646026	0.00897083442799426	0.004158298446573	0.03097972817099
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs114677569	0.00895933615432537	0.00415933120232541	0.0312375937591637
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs114708995	0.0089439071824956	0.0041542897846801	0.0313239518390192
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1149915	0.00898593068869682	0.00415738809150014	0.0306616311583067
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs115026096	0.00896407493373339	0.00415656916682896	0.0310365093037839
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs115222658	0.00894939705046675	0.00414924178283082	0.0310153831689973
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs115285331	0.00900279483564733	0.0041584391061727	0.0303918443532205
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs115804565	0.00897642929003774	0.00415807400746862	0.0308660761954999
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11597580	0.00896528143818109	0.00415926787999122	0.0311231134738232
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs116018601	0.00897333548957266	0.00415834359567175	0.0309347501772909
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11603178	0.008909370098813	0.0041581475999739	0.0321428529789428
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11629680	0.00894141116095206	0.00415902419213711	0.0315645514366127
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11643304	0.00894129464339987	0.00415874631636428	0.0315554037820257
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11647496	0.00898525120155308	0.00415899447216346	0.0307387504643521
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11652371	0.00891687092069434	0.00415688936741872	0.0319462459029477
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs116581033	0.00897139871760091	0.00415829606562152	0.0309690677089495
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs116589735	0.00897789757965731	0.00415777203631329	0.0308265193453993
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11663959	0.0089298421926567	0.00415806445875039	0.0317458712445243
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11666329	0.00897066533221699	0.0041582593431627	0.030981314845073
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11672343	0.00902520774005852	0.00415749467037289	0.0299441419836352
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11684846	0.00897250537265307	0.00415833811938064	0.0309500561628453
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs116863868	0.00897212285043753	0.00415832641339637	0.0309567407096421
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11688802	0.00897362701640387	0.00415834282648829	0.0309292678186501
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs116894593	0.0089835720567636	0.00415924621295094	0.0307801109082213
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11692304	0.00897367614613895	0.00415832903139524	0.0309277926018582
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11699259	0.00896325270932122	0.00415625030685103	0.0310390343032322
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs117051189	0.00899320949049466	0.00415910941202502	0.0305956670562852
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11709566	0.00897098840467815	0.00415826460246798	0.0309754781933875
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs117097909	0.00896822942627974	0.00415824523179759	0.0310263858180358
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs117137018	0.00895308096667812	0.00415670458598325	0.0312488649297462
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11716980	0.00897051920479335	0.00415823241021058	0.0309829631693161
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs117185005	0.00897325877466519	0.00415834072488854	0.0309360689708619
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs117378200	0.00897708300720575	0.00415791513936431	0.0308474760604567
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs117552144	0.00897898788116957	0.00415786869898021	0.0308100847102407
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs117663320	0.00895728763526522	0.00415893470301308	0.031260121970787
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs117675359	0.00897091234041788	0.00415825997471725	0.0309767153810661
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs117683492	0.0089646544573307	0.0041575214916367	0.0310641728395426
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs117710327	0.00897225118063787	0.00415840259625822	0.0309574151649874
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs117746614	0.00911054092974666	0.00416064183155542	0.0285462886960892
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs117855613	0.00896219006794182	0.00415888233766331	0.0311656233794851
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11802525	0.00907138826034718	0.00415463501248627	0.0290035648322724
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11804609	0.00897723808949474	0.00415810485160732	0.0308522246704373
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11809494	0.00897929186835343	0.00415749689732714	0.0307894583658699
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11870777	0.00899391326094359	0.00415884189972904	0.0305719255307229
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1190978	0.00897322479185683	0.00415904797214934	0.0309652526442795
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs11964507	0.00897714423350666	0.00415811956615427	0.0308545687453308
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12077197	0.00896431186996206	0.00415663467914829	0.0310347148073576
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12098541	0.00894759095075783	0.00415867821946939	0.0314330634776233
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12120499	0.00904548210137515	0.00415742573752203	0.0295746241383276
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12123821	0.00898687694686581	0.00415754195259423	0.0306502413076935
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12131497	0.00895653586877151	0.00416014461057445	0.031323505203254
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12148282	0.00897110780644661	0.00415825934919948	0.0309730306354603
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12212737	0.00898372854558791	0.00416213948305241	0.0308936348756812
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12253380	0.00897295877129819	0.00415835396108654	0.0309422140888446
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12303699	0.00897646886443783	0.00415810200105865	0.0308664655348542
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1238556	0.00897153140711743	0.00415829518095749	0.0309665483008405
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12419600	0.00897434713967127	0.00415937675161352	0.0309575254979782
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12434251	0.00903850533452702	0.00415659011512927	0.0296676030705356
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12446418	0.00897195741647175	0.00415832834864094	0.0309599146005926
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12462901	0.00890221714519695	0.00415748211455802	0.0322537167863568
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12470864	0.0089489607096027	0.00415729858241303	0.0313508895238918
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12482736	0.00894541719221274	0.0041584931550148	0.0314667407367379
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12539003	0.00897880695117179	0.00415769982233128	0.0308066597714727
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12595715	0.00897483167024308	0.00415824459725436	0.030902789069381
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12596491	0.00896575323474264	0.0041570071833687	0.0310227486292027
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12611017	0.00891541435694658	0.00408051395759934	0.0288979874160134
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12638043	0.00901136999667922	0.00415870181692078	0.030244698516179
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12653071	0.00900560325432461	0.0041583058521563	0.0303348496254048
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1265764	0.00895675358073468	0.00415404297118238	0.0310716944714795
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12660253	0.00885313760061411	0.00415240412105553	0.0330026493919831
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12661996	0.00896419416455413	0.00415897956793717	0.031131869796107
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12718488	0.00896410566221564	0.00415744735871247	0.0310714747967952
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12730935	0.00908588231502372	0.00415499888927338	0.0287618605935416
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12799546	0.0090054112041852	0.00415830363323592	0.0303382930230295
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12817660	0.00896780285712859	0.00415894552570116	0.0310627124457962
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12892262	0.00898256854130824	0.00415887878070997	0.0307840189748989
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12906125	0.00908580808653958	0.00415243852105052	0.0286648206776821
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12936466	0.00898039842507224	0.00416000764630501	0.0308699048244222
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12953110	0.00897187889207401	0.00415831822922166	0.0309609755176996
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12964116	0.00897239037427713	0.00415835088685725	0.0309527231063171
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs12965763	0.00901404372524587	0.00415883301777502	0.030200904448141
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs13000664	0.0089625117104684	0.00415891213339883	0.0311607793628691
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs13049055	0.00894438965209983	0.00415861167382081	0.0314910840736647
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs13070706	0.00896923867061837	0.00415879476980516	0.0310296845952941
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs13087727	0.00901219376735669	0.00415879403208834	0.0302332572102647
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs13104716	0.00899866198784549	0.00415870244115272	0.0304785640311358
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs13149287	0.00896353786203525	0.00415653702453468	0.0310452861582625
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs13290954	0.00905321129958264	0.0041564461251905	0.0293975898792721
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs13382528	0.00902943491720994	0.00415814732626206	0.0298930703156583
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs13421997	0.00896724852646554	0.00415751309603032	0.0310151716188938
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1363105	0.00901430211314589	0.00415798190213782	0.0301623949487144
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs138012443	0.0089792700902087	0.0041597081499554	0.0308788967153601
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs138026135	0.00901864338807411	0.00415807723300285	0.0300868129507412
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs138250318	0.00889660148070769	0.00415574671113929	0.0322905791814556
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs139170956	0.00896747487119597	0.00415764327659498	0.0310161921175222
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs139671781	0.00898389284509954	0.00415958212971326	0.0307876462183508
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs139991161	0.00885775418521114	0.00415622834963168	0.0330726625541479
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs140290142	0.00903860190265164	0.00415757905329615	0.0297046828797004
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs141343442	0.00897826320826427	0.00415795081537519	0.0308268999146149
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs141405779	0.00894056883484313	0.00415988786344193	0.0316159238789608
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1420466	0.00897249469059019	0.00415834584136119	0.0309505677312977
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs142076167	0.00896783518680756	0.0041577347695018	0.031013137126397
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs142102013	0.0088817893248785	0.0041567646754493	0.0326218078807339
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs142591955	0.0089279665399067	0.00414847418131351	0.0313888099915828
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs143253231	0.0089649627283505	0.00415984296932855	0.0311524083917406
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs144301783	0.00889230563458121	0.00415692106639039	0.0324229780120012
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs144666843	0.00896361919642329	0.00415687291322762	0.0310573539408069
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs145167319	0.00897954514346862	0.00415916092949139	0.0308517208291618
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs145237994	0.00896966335483761	0.00415813419806116	0.0309950246889019
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs146422992	0.00897145198255378	0.00415833517439956	0.0309696500651724
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs146951553	0.0089913023147878	0.00415889569158481	0.0306224423640752
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs147156118	0.00894401792162319	0.00415874886853899	0.0315037469887659
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1474011	0.00897310354064148	0.00415834068547064	0.0309389705789485
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs147435057	0.00897546986002701	0.00415904062997821	0.0309229683365151
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs147471705	0.00895581313277487	0.00415974971014537	0.0313210968240016
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs147534803	0.00897497678065769	0.00415895985887845	0.0309289272017654
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs147726586	0.00890731900523202	0.00415792975266996	0.0321734861697492
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs147739507	0.00890975421450613	0.00415967566369958	0.032198726054879
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs147793459	0.00896931485929775	0.00415810856110324	0.0310005174815672
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs148083049	0.00897892087707268	0.00415764472927285	0.0308023193643077
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs148451580	0.00861953115346227	0.00415669947761907	0.03811202291425
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs148673593	0.00897790403537281	0.00415904010443034	0.0308774777840773
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs148889372	0.0089475091844318	0.0041461483067124	0.0309255602758825
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs148957187	0.00898761755320827	0.00415908862820614	0.030698552170136
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs149064226	0.00896715678054816	0.00415893928888332	0.0310745852324226
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs149096812	0.00897185940523454	0.00415832969427588	0.0309618031397608
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs150597587	0.00897605701880706	0.00415815244471869	0.030876187058529
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs150786584	0.00897465253627173	0.00415826714617927	0.0309070456577007
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs150788669	0.00895238071093028	0.00415926583409781	0.031366300201594
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs151158980	0.00896937007278076	0.00415802760198778	0.0309962112728377
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs151288460	0.00897964110519509	0.00415770937959089	0.0307915015246661
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs151328686	0.00897426888412258	0.00415829914480006	0.0309155062640271
